Wavelength(m)	n	k
# material: TiO2
# source: T. Siefke, S. Kroker, K. Pfeiffer, O. Puffky, K. Dietrich, D. Franta, I. Ohlidal, A. Szeghalmi, E.-B. Kley, A. Tunnermann. Materials pushing the application limits of wire grid polarizers further into the deep ultraviolet spectral range. Adv. Opt. Mater. 4, 1780-1786 (2016) (Numerical data kindly provided by Thomas Siefke)
# conditions: Film: prepared by ALD, 350 nm TiO2. See Ratzsch et al. Nanotechnology 26, 024003 (2015). Measurement: ellipsometer Jobin Yvon UVISEL2 VUV: 1.5-8.7 eV; ellipsometer Jobin Yvon UVISEL: 0.6-6.5 eV; ellipsometer Woollam IRVASE: 300-6500 cm-1; spectrophotometer McPhersom VUVas 2000: 5.6-10.3 eV; spectrophotometer Perkin Elmer Lambda 1050: 0.5-6.7 eV; spectrophotometer Bruker Vertex 80v: 80-7500 cm-1. Fit model: universal dispersion model. See Franta et al. Appl. Opt. 54, 9108-9119 (2015)."
# upstream: polyanskiy/refractiveindex.info-database@ff11b58 main/TiO2/nk/Siefke.yml
# type: tabulated nk
# range: 1.2018e-07 - 1.2512e-04 m
# converted: 2026-07-31 (wavelength um -> m)
9.169303e-07	2.32296	0
9.222238e-07	2.32229	0
9.275479e-07	2.32164	0
9.329026e-07	2.32099	0
9.382883e-07	2.32034	0
9.437051e-07	2.3197	0
9.491532e-07	2.31907	0
9.546327e-07	2.31845	0
9.601439e-07	2.31783	0
9.656869e-07	2.31722	0
9.712618e-07	2.31662	0
9.768690e-07	2.31602	0
9.825085e-07	2.31543	0
9.881806e-07	2.31485	0
9.938854e-07	2.31427	0
9.996232e-07	2.31369	0
1.005394e-06	2.31312	0
1.011198e-06	2.31256	0
1.017036e-06	2.31201	0
1.022907e-06	2.31145	0
1.028813e-06	2.31091	0
1.034752e-06	2.31037	0
1.040726e-06	2.30983	0
1.046734e-06	2.3093	0
1.052777e-06	2.30878	0
1.058855e-06	2.30826	0
1.064967e-06	2.30774	0
1.071116e-06	2.30723	0
1.077299e-06	2.30672	0
1.083518e-06	2.30622	0
1.089774e-06	2.30572	0
1.096065e-06	2.30523	0
1.102393e-06	2.30474	0
1.108757e-06	2.30426	0
1.115158e-06	2.30378	0
1.121596e-06	2.3033	0
1.128071e-06	2.30283	0
1.134583e-06	2.30236	0
1.141133e-06	2.30189	0
1.147721e-06	2.30143	0
1.154347e-06	2.30097	0
1.161011e-06	2.30052	0
1.167714e-06	2.30007	0
1.174455e-06	2.29962	0
1.181235e-06	2.29918	0
1.188054e-06	2.29874	0
1.194913e-06	2.2983	0
1.201811e-06	2.29787	0
1.208750e-06	2.29744	0
1.215728e-06	2.29701	0
1.222746e-06	2.29658	0
1.229805e-06	2.29616	0
1.236905e-06	2.29574	0
1.244046e-06	2.29532	0
1.251228e-06	2.29491	0
1.258451e-06	2.2945	0
1.265716e-06	2.29409	0
1.273023e-06	2.29368	0
1.280372e-06	2.29328	0
1.287764e-06	2.29288	0
1.295198e-06	2.29248	0
1.302676e-06	2.29208	0
1.310196e-06	2.29169	0
1.317760e-06	2.29129	0
1.325368e-06	2.2909	0
1.333019e-06	2.29051	0
1.340715e-06	2.29013	0
1.348455e-06	2.28974	0
1.356239e-06	2.28936	0
1.364069e-06	2.28898	0
1.371944e-06	2.2886	0
1.379864e-06	2.28822	0
1.387830e-06	2.28784	0
1.395842e-06	2.28747	0
1.403900e-06	2.28709	0
1.412005e-06	2.28672	0
1.420157e-06	2.28635	0
1.428356e-06	2.28598	0
1.436602e-06	2.28561	0
1.444895e-06	2.28524	0
1.453237e-06	2.28488	0
1.461626e-06	2.28451	6.77295e-319
1.470064e-06	2.28415	2.69529e-314
1.478551e-06	2.28378	9.34593e-310
1.487087e-06	2.28342	2.83e-305
1.495672e-06	2.28306	7.49e-301
1.504306e-06	2.2827	1.73e-296
1.512991e-06	2.28234	3.53e-292
1.521726e-06	2.28198	6.3e-288
1.530511e-06	2.28162	9.9e-284
1.539346e-06	2.28126	1.37e-279
1.548233e-06	2.28091	1.68e-275
1.557171e-06	2.28055	1.81e-271
1.566161e-06	2.28019	1.73e-267
1.575202e-06	2.27984	1.47e-263
1.584296e-06	2.27948	1.11e-259
1.593442e-06	2.27913	7.42e-256
1.602641e-06	2.27877	4.43e-252
1.611893e-06	2.27842	2.36e-248
1.621199e-06	2.27806	1.12e-244
1.630558e-06	2.27771	4.76e-241
1.639972e-06	2.27735	1.81e-237
1.649439e-06	2.277	6.17e-234
1.658962e-06	2.27664	1.89e-230
1.668539e-06	2.27629	5.21e-227
1.678171e-06	2.27593	1.29e-223
